case_id,alg_01,alg_02,alg_03,alg_04,alg_05
case_3882,0.7721,0.7964,0.8032,0.8044,0.8124
case_3883,0.8472,0.8545,0.8451,0.8682,0.8429
case_3884,0.7818,0.7724,0.8042,0.7884,0.7835
case_3885,0.7946,0.7793,0.7891,0.776,0.776
case_3886,0.7214,0.7471,0.7508,0.7381,0.7589
case_3887,0.8719,0.8746,0.8835,0.8589,0.8587
case_3888,0.6866,0.685,0.7171,0.6917,0.6796
case_3889,0.7875,0.7735,0.8127,0.7995,0.7757
case_3890,0.6933,0.7551,0.7311,0.6984,0.7161
case_3891,0.761,0.7879,0.7609,0.7496,0.7751
case_3892,0.8285,0.7988,0.84,0.7681,0.7904
case_3893,0.9004,0.8752,0.8962,0.9065,0.9038
case_3894,0.8259,0.8318,0.862,0.8511,0.8494
case_3895,0.928,0.8948,0.9304,0.9233,0.895
case_3896,0.7839,0.7674,0.7963,0.7874,0.7752
case_3897,0.7878,0.8202,0.7995,0.7683,0.7761
case_3898,0.8421,0.837,0.8911,0.8727,0.8748
case_3899,0.6758,0.6794,0.7071,0.6916,0.712
case_3900,0.8651,0.8617,0.8687,0.8792,0.8379
case_3901,0.8934,0.8791,0.9109,0.8568,0.884
case_3902,0.8145,0.8251,0.8104,0.8447,0.8525
case_3903,0.8042,0.7937,0.8003,0.8163,0.7838
case_3904,0.9056,0.8566,0.9382,0.871,0.8689
case_3905,0.7931,0.8051,0.8199,0.8183,0.803
case_3906,0.8243,0.8248,0.8722,0.8449,0.8426
case_3907,0.8129,0.7654,0.8404,0.788,0.8366
case_3908,0.9339,0.972,0.9685,0.9215,0.9691
case_3909,0.7801,0.7788,0.7724,0.7317,0.7887
case_3910,0.8326,0.8408,0.8775,0.8184,0.814
case_3911,0.7982,0.7802,0.8163,0.8239,0.8064
case_3912,0.8083,0.8332,0.8595,0.8792,0.8486
case_3913,0.6653,0.6395,0.6974,0.6439,0.682
case_3914,0.8827,0.8917,0.9227,0.8703,0.8636
case_3915,0.867,0.8539,0.8764,0.8687,0.8717
case_3916,0.8015,0.7945,0.8625,0.8194,0.8243
case_3917,0.6602,0.6637,0.6912,0.6877,0.676
case_3918,0.885,0.8805,0.8983,0.9075,0.8857
case_3919,0.7415,0.7736,0.8057,0.7659,0.8013
case_3920,0.6767,0.7102,0.7255,0.699,0.7091
case_3921,0.9235,0.8683,0.9259,0.878,0.8915
case_3922,0.7809,0.7952,0.8114,0.788,0.7645
case_3923,0.7572,0.7629,0.8177,0.7816,0.7424
case_3924,0.8255,0.8221,0.8651,0.8231,0.8347
case_3925,0.8461,0.8586,0.8429,0.8478,0.8549
case_3926,0.8129,0.7981,0.8261,0.7884,0.8054
case_3927,0.7758,0.7851,0.8007,0.7874,0.7728
case_3928,0.7823,0.7467,0.7758,0.7344,0.758
case_3929,0.8037,0.7621,0.7629,0.8043,0.7737
case_3930,0.719,0.7559,0.7572,0.7838,0.7532
case_3931,0.8808,0.8933,0.9093,0.9137,0.9048
case_3932,0.7826,0.788,0.7604,0.7304,0.7284
case_3933,0.6335,0.6517,0.6547,0.6722,0.6685
case_3934,0.7912,0.7584,0.8057,0.7775,0.7886
case_3935,0.8687,0.8907,0.9207,0.9205,0.9295
case_3936,0.8828,0.8837,0.8865,0.906,0.8729
case_3937,0.7775,0.8135,0.8136,0.811,0.7898
case_3938,0.8371,0.8152,0.8335,0.8114,0.818
case_3939,0.8846,0.8602,0.9372,0.8743,0.8984
case_3940,0.7562,0.733,0.7456,0.7048,0.7429
case_3941,0.7833,0.7911,0.7909,0.7582,0.7771
case_3942,0.8466,0.8338,0.8346,0.8319,0.8138
case_3943,0.8624,0.8646,0.8791,0.8522,0.845
case_3944,0.8748,0.8377,0.8695,0.8365,0.866
case_3945,0.7161,0.7406,0.7729,0.7123,0.7269
case_3946,0.7645,0.7525,0.7729,0.7871,0.7629
case_3947,0.7417,0.7507,0.7612,0.767,0.7738
case_3948,0.8063,0.8241,0.8503,0.8123,0.8362
case_3949,0.7718,0.7462,0.8043,0.7508,0.774
case_3950,0.7924,0.8362,0.8553,0.8123,0.7902
case_3951,0.8039,0.8246,0.8209,0.8538,0.8322
case_3952,0.7465,0.7487,0.7889,0.7617,0.7887
case_3953,0.9283,0.9251,0.9351,0.929,0.8962
case_3954,0.802,0.7825,0.8316,0.828,0.8099
case_3955,0.8152,0.7309,0.7828,0.8151,0.7869
case_3956,0.7946,0.7856,0.7826,0.8219,0.8347
case_3957,0.8601,0.8689,0.873,0.8466,0.8386
case_3958,0.768,0.7383,0.7736,0.7407,0.7335
case_3959,0.7369,0.679,0.7427,0.6918,0.7327
case_3960,0.8346,0.8602,0.8736,0.8627,0.8532
case_3961,0.879,0.8359,0.8737,0.8563,0.8511
case_3962,0.7812,0.7376,0.7899,0.7648,0.7625
case_3963,0.8609,0.838,0.8688,0.8159,0.8419
case_3964,0.8659,0.8825,0.8974,0.8542,0.8715
case_3965,0.905,0.8952,0.9229,0.8706,0.8693
case_3966,0.8285,0.8147,0.8528,0.8264,0.8276
case_3967,0.8762,0.8879,0.8867,0.8512,0.8547
case_3968,0.8159,0.793,0.8425,0.8359,0.8295
case_3969,0.7965,0.8515,0.8231,0.8487,0.812
case_3970,0.7532,0.7304,0.7858,0.768,0.7397
case_3971,0.812,0.8131,0.8565,0.7962,0.8252
case_3972,0.8269,0.8193,0.8483,0.8446,0.8076
case_3973,0.8389,0.8687,0.8614,0.8348,0.8703
case_3974,0.7873,0.7859,0.8232,0.7716,0.7432
case_3975,0.8102,0.8131,0.8371,0.8354,0.8289
case_3976,0.8131,0.8247,0.8791,0.8528,0.8241
case_3977,0.7409,0.7193,0.7091,0.7065,0.7342
case_3978,0.7082,0.7051,0.7393,0.6968,0.7257
case_3979,0.8562,0.8845,0.8679,0.8925,0.8779
case_3980,0.7082,0.7392,0.7745,0.7349,0.7421
case_3981,0.7594,0.759,0.7463,0.7345,0.7778
case_3982,0.7986,0.8123,0.8048,0.8482,0.7929
case_3983,0.8535,0.8498,0.8423,0.8501,0.8459
case_3984,0.7868,0.8423,0.7905,0.815,0.8194
case_3985,0.7458,0.7307,0.7232,0.7193,0.715
case_3986,0.7687,0.8126,0.8368,0.7691,0.7725
case_3987,0.8187,0.8042,0.8375,0.8105,0.8067
case_3988,0.7001,0.7011,0.7594,0.6867,0.7193
case_3989,0.7047,0.6879,0.7328,0.7307,0.7268
case_3990,0.7579,0.7554,0.7954,0.745,0.7553
case_3991,0.8879,0.8757,0.8819,0.8691,0.8992
case_3992,0.7955,0.7845,0.8239,0.8221,0.814
case_3993,0.8226,0.858,0.843,0.8577,0.8255
case_3994,0.8949,0.9249,0.9341,0.8909,0.9095
case_3995,0.7235,0.736,0.7367,0.7245,0.7197
case_3996,0.7491,0.7146,0.7777,0.735,0.7519
case_3997,0.833,0.8094,0.8473,0.8469,0.8463
case_3998,0.8074,0.7888,0.8467,0.8234,0.8204
case_3999,0.8203,0.8543,0.8175,0.8204,0.8157
case_4000,0.8836,0.8999,0.8977,0.899,0.8503
case_4001,0.7062,0.6882,0.7436,0.7452,0.6872
case_4002,0.7992,0.808,0.8453,0.8088,0.7911
case_4003,0.8135,0.839,0.8371,0.8165,0.8452
case_4004,0.7898,0.7811,0.8246,0.7877,0.7615
case_4005,0.7688,0.7768,0.8044,0.7899,0.7964
case_4006,0.8418,0.8568,0.8663,0.8498,0.8381
case_4007,0.8415,0.8367,0.8226,0.8437,0.7928
case_4008,0.7588,0.7534,0.7432,0.7466,0.738
case_4009,0.743,0.7373,0.7716,0.7657,0.7267
case_4010,0.7839,0.7698,0.7631,0.7501,0.752
case_4011,0.7888,0.7799,0.8109,0.804,0.7724
case_4012,0.8809,0.8475,0.8712,0.8526,0.8829
case_4013,0.8965,0.9141,0.8996,0.92,0.8856
case_4014,0.8435,0.8347,0.8417,0.8085,0.8524
case_4015,0.7736,0.7586,0.7815,0.7844,0.7595
case_4016,0.8714,0.8791,0.8856,0.8557,0.8881
case_4017,0.86,0.8605,0.8854,0.8802,0.874
case_4018,0.7937,0.7963,0.7787,0.7722,0.7856
case_4019,0.8173,0.7987,0.8339,0.8042,0.7853
case_4020,0.8299,0.8347,0.8617,0.8265,0.8537
case_4021,0.7146,0.7361,0.741,0.7436,0.7575
case_4022,0.8034,0.8113,0.8338,0.8314,0.8273
case_4023,0.7359,0.7712,0.7967,0.7726,0.7578
case_4024,0.7263,0.7306,0.7671,0.7319,0.7298
case_4025,0.7247,0.7249,0.7588,0.7228,0.7239
case_4026,0.7809,0.7747,0.8421,0.7912,0.7531
case_4027,0.7045,0.7479,0.7717,0.7279,0.7382
case_4028,0.754,0.7867,0.7895,0.8037,0.7754
case_4029,0.7303,0.8025,0.7723,0.7575,0.7938
case_4030,0.785,0.7772,0.8354,0.7999,0.8045
case_4031,0.8966,0.8674,0.9001,0.8738,0.8861
case_4032,0.7004,0.7009,0.7765,0.7083,0.7484
case_4033,0.8225,0.7915,0.8388,0.8113,0.8352
case_4034,0.7717,0.762,0.7402,0.7375,0.7747
case_4035,0.6643,0.703,0.6828,0.6702,0.7374
case_4036,0.69,0.6443,0.7496,0.6833,0.6706
case_4037,0.7386,0.7819,0.7739,0.7476,0.7658
case_4038,0.8313,0.8411,0.8364,0.8441,0.8204
case_4039,0.8355,0.8496,0.8513,0.8445,0.8466
case_4040,0.7895,0.7688,0.8344,0.7687,0.8008
case_4041,0.8321,0.8491,0.8312,0.851,0.8319
case_4042,0.6967,0.7035,0.7176,0.6859,0.7017
case_4043,0.9022,0.8683,0.8809,0.885,0.8724
case_4044,0.8408,0.8267,0.876,0.8545,0.8678
case_4045,0.8478,0.8493,0.8305,0.8376,0.8385
case_4046,0.7464,0.7442,0.7822,0.7425,0.7612
case_4047,0.7351,0.7472,0.8198,0.7771,0.7726
case_4048,0.8736,0.8342,0.8862,0.8846,0.8637
case_4049,0.8123,0.8669,0.8678,0.8598,0.8596
case_4050,0.7564,0.7941,0.8022,0.7481,0.7762
case_4051,0.7515,0.7433,0.7846,0.7274,0.7554
case_4052,0.7957,0.8509,0.8284,0.8028,0.8138
case_4053,0.7401,0.7066,0.7433,0.698,0.765
case_4054,0.8185,0.7919,0.8423,0.8188,0.8085
case_4055,0.9151,0.8817,0.8996,0.8771,0.8794
case_4056,0.7505,0.7308,0.7393,0.7666,0.7425
case_4057,0.7478,0.7606,0.7666,0.773,0.7552
case_4058,0.6193,0.6746,0.6956,0.6802,0.6658
case_4059,0.7996,0.7707,0.7906,0.7825,0.8019
case_4060,0.8126,0.7785,0.8326,0.7842,0.8124
case_4061,0.7862,0.8067,0.8151,0.8358,0.7943
case_4062,0.8682,0.8499,0.8925,0.886,0.883
case_4063,0.7215,0.7759,0.7328,0.7098,0.7252
case_4064,0.8342,0.8271,0.8472,0.8127,0.8488
case_4065,0.7383,0.7505,0.7624,0.7133,0.6992
case_4066,0.8569,0.8666,0.8757,0.8379,0.8595
case_4067,0.6728,0.7122,0.7715,0.7397,0.7309
case_4068,0.7556,0.7576,0.7881,0.7717,0.7674
case_4069,0.7549,0.7547,0.8329,0.7663,0.79
case_4070,0.6931,0.7471,0.7787,0.7241,0.7481
case_4071,0.819,0.777,0.8424,0.7958,0.7581
case_4072,0.8112,0.7892,0.7978,0.7688,0.7669
case_4073,0.7085,0.7405,0.7818,0.742,0.7685
case_4074,0.822,0.8149,0.8474,0.8219,0.8292
case_4075,0.8568,0.8483,0.8842,0.8407,0.8342
case_4076,0.7691,0.7648,0.7987,0.7589,0.7506
case_4077,0.7759,0.7235,0.7816,0.7724,0.7607
case_4078,0.821,0.8145,0.8642,0.8551,0.8348
case_4079,0.8347,0.8549,0.9051,0.8222,0.8367
case_4080,0.7433,0.7493,0.7815,0.7418,0.7585
case_4081,0.8185,0.7785,0.8431,0.8257,0.8482
case_4082,0.7069,0.7266,0.7187,0.7127,0.7529
case_4083,0.7866,0.8371,0.8526,0.8525,0.836
case_4084,0.8756,0.8701,0.9176,0.8905,0.8605
case_4085,0.7528,0.7728,0.775,0.776,0.7977
case_4086,0.7037,0.7094,0.7242,0.7173,0.7164
case_4087,0.8037,0.8018,0.8664,0.8507,0.8383
case_4088,0.8976,0.8665,0.9301,0.9033,0.9084
case_4089,0.8382,0.8249,0.8596,0.808,0.8451
case_4090,0.8142,0.7755,0.8198,0.8039,0.8138
case_4091,0.7266,0.7474,0.7609,0.7517,0.7469
case_4092,0.7439,0.7434,0.7364,0.732,0.7379
case_4093,0.8493,0.8777,0.8621,0.8345,0.862
case_4094,0.7287,0.722,0.7495,0.7238,0.7474
case_4095,0.7914,0.8422,0.7973,0.7881,0.8427
case_4096,0.6893,0.7418,0.7978,0.7611,0.7611
case_4097,0.9029,0.9001,0.9223,0.8804,0.8712
case_4098,0.8439,0.8155,0.8285,0.8418,0.8515
case_4099,0.8303,0.8501,0.8357,0.8083,0.8119
case_4100,0.7551,0.7895,0.7515,0.7488,0.7336
case_4101,0.7898,0.762,0.8257,0.8054,0.8128
case_4102,0.8094,0.8226,0.8428,0.8061,0.8185
case_4103,0.8143,0.8173,0.8324,0.8222,0.8392
case_4104,0.7693,0.7792,0.7696,0.7906,0.7965
case_4105,0.8386,0.8277,0.8489,0.8225,0.7913
case_4106,0.7297,0.7666,0.8013,0.7381,0.7691
case_4107,0.8085,0.8143,0.8289,0.8191,0.7973
case_4108,0.7191,0.7037,0.7258,0.6983,0.6871
case_4109,0.9091,0.8427,0.8831,0.8782,0.8374
case_4110,0.7643,0.7825,0.781,0.7718,0.7513
case_4111,0.7456,0.7877,0.7872,0.7792,0.7798
case_4112,0.7704,0.7701,0.7915,0.7493,0.7556
case_4113,0.7632,0.7808,0.799,0.7802,0.7926
case_4114,0.8559,0.8312,0.833,0.8478,0.8227
case_4115,0.7279,0.7773,0.7717,0.779,0.7782
case_4116,0.7733,0.8001,0.809,0.7627,0.822
case_4117,0.7797,0.7876,0.7853,0.7687,0.7846
case_4118,0.7649,0.7742,0.7673,0.7722,0.8131
case_4119,0.7196,0.6934,0.7568,0.7159,0.7043
case_4120,0.7979,0.7986,0.8605,0.865,0.8168
case_4121,0.7612,0.7941,0.8099,0.7884,0.7863
case_4122,0.8428,0.805,0.8288,0.8105,0.8253
case_4123,0.7312,0.771,0.7962,0.7729,0.7503
case_4124,0.8455,0.8036,0.8515,0.8483,0.8095
case_4125,0.8168,0.8159,0.8262,0.7818,0.8203
case_4126,0.781,0.7714,0.7792,0.786,0.7717
case_4127,0.8433,0.8335,0.8777,0.8627,0.8485
case_4128,0.815,0.8192,0.8293,0.832,0.7869
case_4129,0.7925,0.8263,0.813,0.8008,0.8073
case_4130,0.7334,0.7469,0.7328,0.6967,0.7339
case_4131,0.8492,0.8664,0.9052,0.8655,0.888
case_4132,0.8935,0.8919,0.9353,0.8619,0.8886
case_4133,0.8025,0.8262,0.845,0.8292,0.7793
case_4134,0.8746,0.8457,0.8718,0.8199,0.8606
case_4135,0.7376,0.772,0.75,0.7516,0.7532
case_4136,0.7264,0.7377,0.7461,0.7384,0.7541
case_4137,0.7052,0.7258,0.6992,0.704,0.73
case_4138,0.7658,0.7546,0.8158,0.7819,0.7575
case_4139,0.8057,0.8301,0.8399,0.8321,0.8041
case_4140,0.8184,0.8234,0.8624,0.8118,0.8071
case_4141,0.8632,0.8627,0.8502,0.87,0.9036
case_4142,0.8,0.8174,0.844,0.8036,0.8118
case_4143,0.7885,0.7825,0.8288,0.8217,0.8178
case_4144,0.8722,0.8949,0.8972,0.8947,0.8925
case_4145,0.8421,0.8814,0.7923,0.8283,0.818
case_4146,0.7706,0.7419,0.794,0.7742,0.778
case_4147,0.9178,0.8894,0.9352,0.9346,0.8852
case_4148,0.7558,0.7291,0.7244,0.7512,0.7439
case_4149,0.8101,0.7995,0.8366,0.8115,0.8062
case_4150,0.8441,0.8497,0.8582,0.8453,0.7993
case_4151,0.8626,0.874,0.8659,0.8831,0.9128
case_4152,0.7885,0.772,0.807,0.7761,0.7622
case_4153,0.6735,0.714,0.7027,0.6865,0.727
case_4154,0.7872,0.7569,0.805,0.7875,0.762
case_4155,0.7566,0.7525,0.7591,0.7796,0.7578
case_4156,0.7458,0.7618,0.8197,0.7994,0.8046
case_4157,0.8361,0.8148,0.8222,0.8041,0.8424
case_4158,0.8211,0.7912,0.8165,0.7625,0.8055
case_4159,0.8114,0.8462,0.8372,0.8121,0.8664
case_4160,0.7203,0.7204,0.7622,0.7631,0.7775
case_4161,0.7369,0.7071,0.7417,0.743,0.7459
case_4162,0.9021,0.8825,0.9119,0.9287,0.9162
case_4163,0.7237,0.7342,0.7513,0.7445,0.7816
case_4164,0.8496,0.8323,0.8373,0.8474,0.8568
case_4165,0.705,0.7607,0.7377,0.7248,0.7393
case_4166,0.9453,0.9041,0.9589,0.9179,0.948
case_4167,0.6789,0.6957,0.7211,0.6925,0.6813
case_4168,0.8296,0.8648,0.8619,0.8331,0.845
case_4169,0.7148,0.7394,0.7284,0.7172,0.7344
case_4170,0.7234,0.7424,0.7287,0.713,0.6931
case_4171,0.7422,0.7511,0.799,0.7353,0.7539
case_4172,0.7192,0.7185,0.7274,0.6909,0.7147
case_4173,0.8331,0.8107,0.8468,0.8369,0.799
case_4174,0.8248,0.8281,0.8585,0.831,0.8314
case_4175,0.8961,0.8818,0.9064,0.8066,0.8819
case_4176,0.7947,0.8117,0.7988,0.7769,0.8169
case_4177,0.8287,0.8355,0.843,0.8325,0.834
case_4178,0.8675,0.8067,0.8816,0.8448,0.852
case_4179,0.7571,0.7311,0.7422,0.7223,0.7042
case_4180,0.6965,0.687,0.7126,0.671,0.6846
case_4181,0.7818,0.7437,0.7757,0.7769,0.7465
case_4182,0.7842,0.7967,0.8327,0.8248,0.8099
case_4183,0.8101,0.7894,0.8618,0.8091,0.8235
case_4184,0.7082,0.7497,0.7887,0.738,0.7614
case_4185,0.7957,0.801,0.8004,0.7841,0.8128
case_4186,0.9161,0.8857,0.914,0.8899,0.8877
case_4187,0.777,0.8127,0.831,0.8021,0.803
case_4188,0.8379,0.822,0.8496,0.8346,0.8213
case_4189,0.7442,0.7501,0.7745,0.746,0.7479
case_4190,0.9013,0.8935,0.9183,0.8864,0.8897
case_4191,0.7923,0.8306,0.8679,0.8017,0.8209
case_4192,0.744,0.7198,0.7619,0.7159,0.7582
case_4193,0.7961,0.7866,0.829,0.8274,0.8153
case_4194,0.8187,0.7952,0.8217,0.7973,0.8071
case_4195,0.845,0.8115,0.7863,0.7982,0.824
case_4196,0.838,0.8244,0.876,0.8721,0.8485
case_4197,0.8173,0.7985,0.8188,0.8263,0.8559
case_4198,0.7869,0.7752,0.8024,0.7575,0.7583
case_4199,0.7659,0.7329,0.7779,0.7897,0.7986
case_4200,0.7953,0.7642,0.7942,0.7952,0.7951
case_4201,0.7631,0.7958,0.805,0.7809,0.7817
case_4202,0.8555,0.8521,0.8578,0.8542,0.8479
case_4203,0.7957,0.7802,0.825,0.8001,0.8198
case_4204,0.7514,0.7511,0.758,0.7191,0.7356
case_4205,0.8572,0.842,0.8706,0.8123,0.8744
case_4206,0.8698,0.8599,0.9121,0.8757,0.8652
case_4207,0.7443,0.7264,0.75,0.7522,0.721
case_4208,0.7578,0.7345,0.8058,0.787,0.7231
case_4209,0.7798,0.8351,0.8162,0.7952,0.8067
case_4210,0.7554,0.7592,0.8153,0.7758,0.7778
case_4211,0.824,0.8364,0.8394,0.7867,0.8392
case_4212,0.7602,0.7215,0.7728,0.769,0.7154
case_4213,0.7429,0.7674,0.7743,0.7568,0.7886
case_4214,0.803,0.8267,0.8422,0.7989,0.7787
case_4215,0.859,0.8643,0.8707,0.8313,0.9056
case_4216,0.8061,0.7852,0.7983,0.7896,0.8015
case_4217,0.8887,0.8961,0.9318,0.8918,0.9238
case_4218,0.8433,0.8146,0.8525,0.8405,0.843
case_4219,0.7813,0.7996,0.7999,0.7816,0.7723
case_4220,0.8192,0.8051,0.8245,0.8179,0.8083
case_4221,0.6765,0.7354,0.703,0.6883,0.6553
case_4222,0.7414,0.7497,0.7667,0.7551,0.7565
case_4223,0.7582,0.7801,0.8176,0.7848,0.7439
case_4224,0.8605,0.8469,0.8333,0.8506,0.8307
case_4225,0.7694,0.7459,0.7798,0.7501,0.7677
case_4226,0.7822,0.8175,0.8176,0.7609,0.8077
case_4227,0.7734,0.7801,0.7855,0.768,0.7729
case_4228,0.9554,0.9232,0.9357,0.918,0.9115
case_4229,0.793,0.7877,0.8278,0.8011,0.7805
case_4230,0.8016,0.7787,0.7947,0.8086,0.7829
case_4231,0.8089,0.7585,0.8086,0.7821,0.7754
case_4232,0.776,0.794,0.8121,0.7533,0.7688
case_4233,0.8482,0.8245,0.8567,0.8543,0.8564
case_4234,0.7902,0.7624,0.806,0.7423,0.7344
case_4235,0.8211,0.8353,0.8443,0.821,0.8291
case_4236,0.7835,0.7661,0.7911,0.7542,0.8076
case_4237,0.9262,0.9267,0.9303,0.938,0.8995
case_4238,0.8112,0.8484,0.8458,0.8689,0.8484
case_4239,0.8324,0.7929,0.8199,0.8378,0.7991
case_4240,0.7677,0.7963,0.7979,0.7971,0.8088
case_4241,0.8699,0.8591,0.8894,0.8994,0.8413
case_4242,0.8196,0.8574,0.8775,0.8301,0.8501
case_4243,0.7964,0.7733,0.8028,0.7965,0.8158
case_4244,0.7698,0.8044,0.7753,0.7687,0.7927
case_4245,0.8334,0.8172,0.8496,0.8218,0.83
case_4246,0.7959,0.7681,0.8073,0.7908,0.7822
case_4247,0.7623,0.8193,0.8353,0.7892,0.7823
case_4248,0.8334,0.8246,0.8874,0.8697,0.8483
case_4249,0.8386,0.8146,0.8412,0.8416,0.8257
case_4250,0.756,0.7852,0.7837,0.7472,0.7831
case_4251,0.8438,0.8251,0.8652,0.8357,0.8418
case_4252,0.8294,0.8626,0.865,0.8055,0.7869
case_4253,0.779,0.7672,0.8111,0.7863,0.801
case_4254,0.6732,0.7136,0.7075,0.703,0.7119
case_4255,0.7639,0.7518,0.7942,0.7646,0.7757
case_4256,0.7706,0.7392,0.7607,0.7655,0.784
case_4257,0.6466,0.7179,0.6872,0.7061,0.7196
case_4258,0.7268,0.7439,0.7389,0.7358,0.7667
case_4259,0.7943,0.8153,0.8389,0.7866,0.8242
case_4260,0.7894,0.7884,0.7688,0.7961,0.7738
case_4261,0.8338,0.8377,0.851,0.8113,0.8517
case_4262,0.823,0.8085,0.8383,0.8159,0.8235
case_4263,0.7592,0.7532,0.7571,0.7218,0.7514
case_4264,0.6966,0.751,0.7491,0.7441,0.7598
case_4265,0.8423,0.8432,0.8486,0.8231,0.8313
case_4266,0.7947,0.8226,0.8439,0.7638,0.8038
case_4267,0.9176,0.8868,0.9046,0.8982,0.897
case_4268,0.824,0.813,0.8458,0.7756,0.8267
case_4269,0.8086,0.8308,0.8435,0.8286,0.8306
case_4270,0.779,0.8194,0.816,0.7962,0.8004
case_4271,0.7659,0.7899,0.7809,0.7936,0.7822
case_4272,0.9056,0.8828,0.9033,0.8837,0.8885
case_4273,0.7385,0.7688,0.8008,0.7469,0.7444
case_4274,0.7487,0.7381,0.7858,0.7784,0.763
case_4275,0.7688,0.7631,0.7803,0.7419,0.7336
case_4276,0.7883,0.7889,0.8295,0.78,0.8232
case_4277,0.8112,0.8048,0.8646,0.8011,0.8148
case_4278,0.7836,0.7731,0.8265,0.7834,0.8083
case_4279,0.8379,0.8223,0.8668,0.8441,0.8631
case_4280,0.8226,0.8212,0.7796,0.8071,0.8366
case_4281,0.7773,0.7601,0.8133,0.7964,0.7857
case_4282,0.8119,0.7951,0.8313,0.8142,0.7717
case_4283,0.9112,0.8993,0.9326,0.868,0.8858
case_4284,0.8079,0.7951,0.7979,0.7909,0.7488
case_4285,0.765,0.7737,0.7965,0.7394,0.7896
case_4286,0.7514,0.7289,0.7463,0.7225,0.7387
case_4287,0.8432,0.8522,0.8817,0.8017,0.87
case_4288,0.7297,0.7574,0.7215,0.7275,0.6997
case_4289,0.8288,0.8052,0.8449,0.8758,0.8423
case_4290,0.8813,0.8877,0.9097,0.8867,0.887
case_4291,0.7341,0.7974,0.8098,0.7823,0.779
case_4292,0.8458,0.8741,0.8303,0.8686,0.842
case_4293,0.8158,0.7804,0.7991,0.7965,0.7716
case_4294,0.7552,0.7445,0.7713,0.7531,0.7565
case_4295,0.7227,0.7411,0.713,0.7134,0.6715
case_4296,0.8147,0.843,0.9058,0.828,0.8484
case_4297,0.77,0.7638,0.7778,0.7517,0.7716
case_4298,0.8218,0.7923,0.8081,0.7929,0.8248
case_4299,0.8442,0.8424,0.8681,0.8285,0.8302
case_4300,0.7056,0.6876,0.7353,0.6764,0.7253
case_4301,0.6727,0.7015,0.682,0.7006,0.6795
case_4302,0.7786,0.7339,0.8037,0.7366,0.7573
case_4303,0.8069,0.8575,0.8808,0.8018,0.8517
case_4304,0.7869,0.8089,0.804,0.8129,0.7808
case_4305,0.7905,0.7921,0.7926,0.8,0.8101
case_4306,0.7972,0.8262,0.8072,0.7768,0.7476
case_4307,0.8137,0.8098,0.813,0.8318,0.7844
case_4308,0.7743,0.7574,0.7957,0.7624,0.7377
case_4309,0.8829,0.8666,0.9002,0.8761,0.8535
case_4310,0.8296,0.8873,0.8536,0.8584,0.8524
case_4311,0.7782,0.7999,0.7974,0.7381,0.7604
case_4312,0.8353,0.8779,0.8866,0.8958,0.8392
case_4313,0.8572,0.8609,0.8497,0.8739,0.8723
case_4314,0.8598,0.8675,0.9134,0.8652,0.9216
case_4315,0.8994,0.8704,0.9206,0.8712,0.8522
case_4316,0.7413,0.739,0.7482,0.7191,0.7015
case_4317,0.7707,0.7989,0.8092,0.7855,0.8067
case_4318,0.8048,0.8325,0.8208,0.8167,0.8233
case_4319,0.8581,0.8339,0.8813,0.8684,0.8629
case_4320,0.8238,0.8229,0.8199,0.785,0.766
case_4321,0.8121,0.8154,0.8253,0.8202,0.7976
case_4322,0.7854,0.8068,0.8416,0.8405,0.8555
case_4323,0.82,0.8475,0.8364,0.8579,0.851
case_4324,0.9,0.8776,0.8938,0.8961,0.8958
case_4325,0.761,0.7806,0.7648,0.7694,0.7989
case_4326,0.8661,0.8464,0.8796,0.8777,0.8567
case_4327,0.7012,0.7121,0.7257,0.7185,0.6813
case_4328,0.8206,0.8484,0.8584,0.821,0.8418
case_4329,0.8382,0.8304,0.8483,0.8028,0.8161
case_4330,0.7535,0.7539,0.7523,0.7661,0.7521
case_4331,0.7967,0.7495,0.7797,0.7506,0.7591
case_4332,0.8172,0.8197,0.8296,0.8309,0.8293
case_4333,0.8393,0.798,0.8849,0.8272,0.8554
case_4334,0.7868,0.7653,0.7961,0.7963,0.7958
case_4335,0.8029,0.8215,0.7965,0.7719,0.8193
case_4336,0.8337,0.8485,0.8409,0.8,0.8135
case_4337,0.8603,0.8257,0.8537,0.8497,0.8047
case_4338,0.8072,0.7971,0.8294,0.8656,0.8047
case_4339,0.7463,0.7802,0.8057,0.7933,0.7829
case_4340,0.8798,0.8684,0.9012,0.8669,0.8538
case_4341,0.734,0.6841,0.7653,0.7354,0.7106
case_4342,0.7391,0.7533,0.7705,0.7521,0.7226
case_4343,0.6908,0.7074,0.7335,0.6793,0.6975
case_4344,0.7456,0.7882,0.8152,0.7677,0.7439
case_4345,0.8013,0.8047,0.8315,0.8045,0.8046
case_4346,0.798,0.8398,0.8248,0.8233,0.8028
case_4347,0.8903,0.9126,0.9538,0.8766,0.9074
case_4348,0.8579,0.8439,0.8809,0.8421,0.8901
case_4349,0.7582,0.781,0.8356,0.7594,0.8152
case_4350,0.8975,0.9074,0.8829,0.8893,0.9366
case_4351,0.8061,0.8209,0.8428,0.8137,0.8168
case_4352,0.7387,0.7084,0.7353,0.7187,0.7373
case_4353,0.7331,0.7704,0.782,0.7121,0.7449
case_4354,0.7392,0.7307,0.7426,0.7017,0.7557
